user_id,course_id,rating
704,145,3.0
724,220,3.0
909,46,2.0
390,82,4.0
709,303,5.0
10,312,5.0
251,365,3.0
801,374,5.0
224,239,3.0
853,282,4.0
854,315,5.0
461,98,1.0
511,385,1.0
823,6,4.0
709,351,5.0
771,23,5.0
677,202,5.0
145,85,4.0
878,1,5.0
717,260,3.0
881,288,1.0
95,72,1.0
250,162,4.0
771,379,3.0
961,54,5.0
990,222,5.0
401,112,4.0
919,207,5.0
910,66,5.0
103,192,1.0
806,306,4.0
798,335,4.0
447,308,4.0
481,335,4.0
759,106,5.0
133,285,2.0
184,330,5.0
852,69,5.0
53,205,3.0
43,240,3.0
111,249,4.0
848,95,4.0
912,8,3.0
900,184,4.0
864,195,4.0
672,61,3.0
403,277,3.0
604,170,3.0
405,326,2.0
233,12,3.0
546,78,3.0
923,73,2.0
47,121,4.0
56,350,3.0
48,61,1.0
804,257,2.0
867,253,5.0
303,127,5.0
526,28,4.0
216,386,5.0
526,187,3.0
7,3,5.0
750,363,4.0
274,294,4.0
15,192,3.0
485,28,1.0
953,273,3.0
474,126,2.0
145,13,4.0
580,394,5.0
109,146,2.0
111,34,4.0
936,369,4.0
554,101,4.0
282,320,4.0
952,315,5.0
741,377,3.0
662,277,3.0
503,112,3.0
843,318,5.0
664,311,5.0
899,243,1.0
229,36,5.0
6,322,4.0
75,4,1.0
118,369,4.0
998,62,5.0
847,203,4.0
435,173,5.0
326,118,5.0
724,225,5.0
140,47,5.0
654,320,2.0
894,139,5.0
845,259,2.0
690,10,4.0
650,172,3.0
168,130,2.0
319,101,1.0
777,399,4.0
419,94,2.0
581,318,5.0
946,334,5.0
459,137,3.0
995,35,5.0
320,60,5.0
840,267,5.0
270,316,3.0
725,165,5.0
379,78,4.0
132,89,5.0
89,296,4.0
616,14,5.0
637,353,5.0
143,153,4.0
503,309,5.0
947,39,2.0
646,67,4.0
968,42,2.0
15,111,4.0
478,231,4.0
157,38,5.0
997,289,1.0
598,322,5.0
635,330,3.0
806,397,2.0
228,365,2.0
696,15,5.0
261,157,3.0
844,173,5.0
95,115,4.0
292,282,3.0
69,148,3.0
842,360,4.0
712,23,4.0
302,363,3.0
141,104,4.0
985,111,5.0
683,356,5.0
133,376,1.0
127,106,5.0
799,378,2.0
51,29,2.0
297,214,5.0
769,302,3.0
346,110,3.0
983,313,3.0
950,55,3.0
911,149,4.0
309,137,3.0
313,117,4.0
803,63,4.0
602,75,5.0
903,210,4.0
347,17,4.0
955,364,5.0
182,152,4.0
180,198,1.0
161,177,5.0
662,154,1.0
469,49,3.0
84,361,2.0
630,342,2.0
701,360,4.0
769,224,2.0
215,379,5.0
318,32,4.0
305,286,5.0
19,18,3.0
371,175,4.0
502,113,4.0
678,319,2.0
264,55,5.0
800,266,3.0
878,162,4.0
87,55,3.0
178,391,4.0
833,313,3.0
984,255,1.0
54,249,5.0
579,51,4.0
264,291,3.0
78,288,5.0
491,400,4.0
165,182,3.0
735,311,5.0
7,330,2.0
151,85,1.0
381,36,4.0
82,2,5.0
709,11,3.0
386,195,4.0
396,20,4.0
934,256,4.0
226,53,3.0
500,342,5.0
593,202,4.0
59,215,5.0
721,370,1.0
526,9,4.0
237,281,3.0
758,278,5.0
4,154,4.0
109,98,3.0
75,326,5.0
853,42,4.0
934,34,4.0
153,378,5.0
629,362,2.0
27,313,3.0
731,168,3.0
749,309,3.0
685,190,4.0
576,130,3.0
363,193,2.0
292,371,3.0
149,267,3.0
512,164,5.0
807,232,4.0
98,55,4.0
758,69,4.0
762,36,4.0
467,227,5.0
849,365,3.0
201,154,4.0
73,201,4.0
641,217,5.0
616,42,4.0
803,131,2.0
108,172,5.0
102,354,2.0
613,44,5.0
817,17,5.0
823,303,2.0
592,216,5.0
991,149,5.0
485,374,4.0
200,25,5.0
268,143,4.0
489,365,4.0
288,266,4.0
401,282,4.0
250,391,1.0
629,7,3.0
688,328,5.0
727,82,5.0
372,103,1.0
159,152,3.0
188,301,2.0
805,171,3.0
183,364,4.0
888,4,5.0
921,397,4.0
16,108,3.0
311,227,5.0
414,251,5.0
141,274,5.0
739,379,5.0
29,318,4.0
697,272,5.0
239,377,5.0
921,359,4.0
577,177,2.0
142,376,3.0
324,146,3.0
665,193,5.0
975,73,2.0
889,344,2.0
187,293,5.0
939,380,4.0
440,319,5.0
11,62,4.0
153,199,5.0
571,72,5.0
575,310,4.0
493,366,3.0
226,313,3.0
753,259,5.0
517,261,4.0
727,177,4.0
20,378,4.0
891,178,4.0
145,216,5.0
739,269,3.0
89,329,5.0
357,98,4.0
952,323,3.0
541,137,1.0
738,332,1.0
463,40,5.0
395,226,4.0
975,38,3.0
901,176,4.0
454,37,3.0
973,284,2.0
593,114,4.0
224,318,4.0
698,323,3.0
866,40,4.0
749,289,5.0
147,336,4.0
353,59,5.0
681,269,5.0
345,181,4.0
191,155,5.0
7,133,5.0
826,249,1.0
535,394,5.0
437,158,5.0
82,356,4.0
589,12,1.0
224,13,4.0
113,233,4.0
223,354,4.0
856,365,5.0
326,74,4.0
994,319,4.0
335,222,5.0
278,196,3.0
484,242,5.0
192,17,5.0
401,394,4.0
22,120,1.0
306,270,5.0
285,204,5.0
227,381,4.0
29,395,5.0
879,79,5.0
459,58,1.0
482,226,5.0
977,99,4.0
39,271,5.0
157,75,3.0
130,175,4.0
22,27,5.0
382,236,1.0
989,21,5.0
869,84,4.0
953,387,3.0
570,380,5.0
162,163,1.0
793,280,4.0
271,208,4.0
60,145,2.0
520,79,4.0
562,199,4.0
960,181,5.0
378,387,3.0
527,153,1.0
455,273,4.0
852,228,4.0
944,319,4.0
501,117,4.0
584,395,5.0
721,72,4.0
990,320,4.0
495,95,5.0
11,301,5.0
102,392,5.0
691,88,2.0
588,377,4.0
463,80,4.0
92,148,3.0
936,242,3.0
2,225,2.0
973,77,2.0
918,103,2.0
871,90,4.0
143,106,3.0
305,360,4.0
963,123,1.0
774,73,2.0
416,41,5.0
264,328,5.0
318,84,3.0
251,383,2.0
84,208,4.0
314,22,4.0
515,127,4.0
874,14,2.0
12,87,4.0
537,301,4.0
147,55,4.0
685,392,5.0
309,183,1.0
812,82,1.0
723,150,3.0
312,361,4.0
924,202,4.0
445,93,4.0
207,353,5.0
817,350,5.0
954,24,4.0
516,220,4.0
532,152,4.0
947,96,4.0
250,117,4.0
740,66,4.0
932,262,4.0
755,371,3.0
637,268,4.0
530,40,5.0
737,355,5.0
100,240,4.0
298,14,5.0
375,293,5.0
553,318,2.0
381,111,4.0
231,84,4.0
838,145,4.0
28,66,5.0
261,164,5.0
303,287,3.0
707,118,3.0
970,93,3.0
862,361,4.0
276,264,4.0
513,313,3.0
980,284,1.0
933,175,4.0
165,305,5.0
556,312,4.0
719,390,3.0
957,370,5.0
969,293,5.0
797,1,2.0
198,245,2.0
161,179,1.0
490,276,5.0
216,251,1.0
994,217,4.0
185,39,4.0
495,178,3.0
294,340,2.0
638,301,2.0
946,234,5.0
8,341,2.0
776,157,4.0
517,86,3.0
193,311,5.0
427,114,3.0
538,136,5.0
881,76,2.0
345,302,5.0
1,147,5.0
654,53,4.0
361,90,3.0
962,192,1.0
585,161,4.0
688,269,5.0
589,159,5.0
324,98,4.0
494,132,4.0
454,82,5.0
279,339,5.0
641,344,3.0
455,89,3.0
65,76,4.0
143,316,4.0
417,305,4.0
582,17,5.0
666,304,2.0
820,352,4.0
695,250,4.0
587,216,4.0
923,203,5.0
499,242,5.0
949,219,4.0
947,175,5.0
772,391,5.0
48,329,2.0
941,337,4.0
737,352,3.0
575,294,3.0
837,13,5.0
701,287,5.0
114,22,4.0
683,323,4.0
810,320,3.0
976,204,5.0
664,35,3.0
57,222,1.0
19,370,4.0
113,327,1.0
579,65,3.0
549,1,2.0
141,232,5.0
188,128,5.0
257,164,5.0
703,104,4.0
802,384,4.0
991,358,3.0
584,259,4.0
973,173,4.0
45,61,2.0
358,16,4.0
657,375,5.0
380,144,4.0
322,13,4.0
927,290,3.0
904,215,5.0
894,55,5.0
733,231,4.0
321,233,3.0
781,21,3.0
787,313,5.0
31,337,5.0
544,74,4.0
456,54,2.0
160,370,3.0
412,366,5.0
408,335,4.0
703,260,2.0
471,264,3.0
631,290,2.0
354,127,2.0
716,49,3.0
991,241,4.0
154,274,3.0
294,209,2.0
818,264,1.0
325,377,2.0
668,139,5.0
619,147,4.0
674,100,5.0
819,141,4.0
198,112,5.0
691,186,1.0
925,316,4.0
632,394,2.0
725,235,4.0
929,24,5.0
785,281,3.0
533,340,5.0
652,293,1.0
101,304,4.0
553,355,4.0
658,256,4.0
236,361,2.0
13,210,4.0
100,31,5.0
649,329,5.0
822,100,4.0
173,237,3.0
728,264,4.0
274,3,3.0
940,149,4.0
822,65,5.0
252,235,4.0
313,49,2.0
650,53,3.0
53,74,1.0
677,102,3.0
982,337,2.0
138,163,4.0
111,102,4.0
182,372,1.0
171,228,1.0
858,230,5.0
119,156,3.0
465,104,2.0
972,283,4.0
682,187,4.0
745,162,3.0
391,224,3.0
33,55,4.0
756,313,4.0
528,208,3.0
484,135,5.0
307,160,5.0
225,217,3.0
45,214,3.0
616,195,5.0
157,98,4.0
205,79,2.0
940,218,4.0
104,393,3.0
824,96,4.0
331,143,4.0
278,233,3.0
90,199,2.0
26,25,5.0
301,339,2.0
693,360,5.0
863,321,3.0
564,102,3.0
700,57,5.0
489,174,2.0
753,370,1.0
820,361,4.0
566,161,5.0
923,226,3.0
573,122,4.0
453,390,3.0
598,210,4.0
302,397,4.0
3,6,4.0
428,235,4.0
721,240,5.0
50,11,4.0
492,70,2.0
580,355,4.0
696,320,5.0
446,332,3.0
601,274,4.0
311,358,4.0
154,390,3.0
883,285,5.0
354,273,5.0
245,336,5.0
247,8,3.0
8,352,3.0
606,321,4.0
593,187,5.0
754,342,5.0
44,137,5.0
548,101,4.0
156,255,4.0
728,170,3.0
322,55,5.0
603,278,4.0
889,349,4.0
653,173,2.0
265,248,5.0
546,129,1.0
605,327,4.0
980,117,1.0
611,113,4.0
858,206,4.0
685,116,4.0
693,91,4.0
961,114,5.0
154,365,5.0
855,266,5.0
41,105,3.0
193,278,5.0
749,221,4.0
256,139,4.0
661,99,3.0
883,109,4.0
303,327,5.0
645,132,5.0
84,399,4.0
109,221,3.0
368,147,4.0
558,324,3.0
995,385,4.0
280,283,5.0
189,164,4.0
536,24,4.0
835,290,5.0
471,181,3.0
279,365,1.0
254,181,5.0
825,249,2.0
326,357,5.0
680,391,3.0
85,317,4.0
384,179,2.0
964,332,3.0
511,239,4.0
909,343,4.0
542,190,5.0
112,206,2.0
496,379,5.0
740,39,3.0
22,213,4.0
968,241,4.0
799,202,1.0
162,255,4.0
977,139,4.0
726,273,4.0
436,111,5.0
917,357,2.0
833,191,4.0
804,81,5.0
88,194,4.0
96,379,5.0
407,378,5.0
638,313,3.0
763,169,3.0
141,70,3.0
308,245,5.0
575,49,5.0
175,109,5.0
65,337,4.0
783,100,5.0
128,369,1.0
884,78,5.0
529,52,3.0
325,393,3.0
723,277,4.0
516,152,5.0
259,324,3.0
168,176,3.0
479,56,4.0
296,324,5.0
141,155,4.0
420,232,3.0
849,258,1.0
180,66,3.0
171,22,3.0
439,323,3.0
442,396,5.0
84,103,5.0
809,313,4.0
268,13,5.0
353,57,5.0
336,128,3.0
259,376,3.0
523,382,5.0
184,394,4.0
162,67,2.0
587,237,4.0
66,70,3.0
416,20,3.0
946,396,2.0
657,45,5.0
893,91,4.0
166,130,5.0
852,89,4.0
369,349,4.0
49,52,3.0
626,239,3.0
786,166,2.0
805,243,3.0
650,79,2.0
688,300,5.0
225,16,2.0
163,98,5.0
350,397,4.0
827,325,4.0
181,231,5.0
792,189,2.0
314,128,4.0
559,53,2.0
453,226,5.0
224,154,4.0
147,393,5.0
182,125,3.0
39,260,4.0
64,29,5.0
97,358,4.0
411,21,4.0
102,46,1.0
164,111,4.0
705,99,4.0
412,103,5.0
43,84,1.0
51,386,5.0
492,69,5.0
930,188,5.0
415,10,3.0
676,85,2.0
838,177,5.0
389,218,4.0
346,230,3.0
26,72,3.0
271,123,2.0
656,259,5.0
863,13,4.0
311,235,2.0
438,155,5.0
698,318,4.0
174,217,5.0
776,97,4.0
832,21,3.0
959,341,5.0
788,264,5.0
31,249,4.0
777,271,4.0
394,285,5.0
804,84,3.0
549,342,5.0
425,232,2.0
614,166,3.0
373,225,4.0
249,91,3.0
602,29,5.0
939,220,5.0
221,389,5.0
42,164,3.0
58,302,3.0
73,373,4.0
599,330,4.0
665,182,3.0
6,125,3.0
565,66,2.0
82,87,5.0
662,293,4.0
536,368,3.0
961,209,4.0
117,116,5.0
105,259,5.0
331,216,3.0
492,301,5.0
449,24,2.0
547,24,4.0
976,16,5.0
243,207,3.0
761,267,5.0
730,115,5.0
837,397,5.0
978,103,5.0
178,215,5.0
39,259,3.0
49,26,3.0
176,79,3.0
895,132,4.0
629,164,3.0
333,1,4.0
547,112,5.0
36,217,4.0
595,65,2.0
307,22,4.0
109,372,5.0
356,164,2.0
692,181,3.0
464,169,4.0
66,21,3.0
812,103,1.0
285,310,3.0
785,336,4.0
243,73,4.0
561,101,3.0
176,238,4.0
865,99,3.0
954,2,2.0
211,123,5.0
656,388,4.0
391,270,4.0
867,389,5.0
106,32,5.0
849,69,5.0
649,100,5.0
574,185,1.0
114,143,3.0
682,157,4.0
260,82,4.0
945,172,5.0
75,270,5.0
626,62,3.0
102,362,5.0
255,20,5.0
985,313,3.0
708,375,4.0
92,52,5.0
812,98,5.0
374,69,5.0
649,234,3.0
638,67,2.0
204,29,5.0
697,253,2.0
922,386,5.0
430,68,4.0
141,231,5.0
311,393,1.0
758,297,4.0
31,47,5.0
978,333,5.0
58,106,5.0
768,312,3.0
985,162,4.0
71,255,4.0
567,323,5.0
26,313,5.0
565,198,5.0
698,305,5.0
484,11,4.0
986,146,2.0
616,46,4.0
693,187,4.0
491,255,3.0
542,264,5.0
879,329,3.0
488,281,4.0
843,207,1.0
211,215,5.0
992,26,4.0
83,384,3.0
413,167,5.0
801,229,5.0
367,16,5.0
538,352,3.0
645,106,4.0
965,177,4.0
534,269,1.0
619,279,2.0
18,242,2.0
794,144,5.0
929,154,4.0
753,386,5.0
558,50,4.0
216,146,4.0
72,330,2.0
446,186,5.0
150,246,5.0
935,140,4.0
278,51,2.0
455,104,2.0
653,213,4.0
501,183,3.0
79,52,4.0
781,226,5.0
34,291,4.0
632,326,4.0
704,323,4.0
329,372,5.0
835,139,3.0
452,129,4.0
575,29,5.0
333,297,3.0
173,208,5.0
99,356,5.0
826,174,5.0
496,143,4.0
554,299,4.0
945,192,5.0
755,258,3.0
834,166,5.0
232,282,5.0
506,334,5.0
304,321,2.0
502,346,5.0
806,87,2.0
833,283,5.0
198,44,4.0
429,17,5.0
680,244,3.0
231,204,3.0
302,214,5.0
69,393,5.0
69,99,4.0
962,216,5.0
423,94,4.0
115,220,4.0
523,343,3.0
1000,105,1.0
2,359,4.0
58,389,5.0
341,349,5.0
317,38,4.0
537,386,5.0
26,169,2.0
737,1,3.0
13,396,4.0
825,371,4.0
606,261,4.0
871,205,1.0
950,387,4.0
468,69,4.0
758,161,2.0
946,212,4.0
498,372,4.0
877,39,5.0
256,254,3.0
815,172,2.0
498,384,4.0
700,15,3.0
831,325,3.0
169,330,5.0
305,146,5.0
90,60,3.0
227,29,5.0
782,79,4.0
153,277,5.0
57,186,4.0
788,158,5.0
359,77,5.0
446,238,2.0
488,18,4.0
928,189,5.0
531,219,5.0
632,101,4.0
921,196,5.0
344,341,2.0
400,218,3.0
222,383,3.0
7,272,5.0
16,12,3.0
21,178,3.0
785,288,3.0
984,283,5.0
66,137,5.0
829,259,4.0
103,55,4.0
198,301,5.0
463,237,5.0
910,182,3.0
767,122,4.0
315,285,2.0
273,398,4.0
768,24,5.0
502,347,4.0
288,116,4.0
914,37,5.0
508,227,5.0
916,182,4.0
467,53,2.0
235,267,5.0
496,100,5.0
403,396,4.0
939,101,3.0
541,114,3.0
364,130,4.0
244,388,4.0
166,279,5.0
883,331,4.0
706,123,5.0
139,229,5.0
562,398,4.0
995,393,5.0
703,364,4.0
693,78,4.0
75,295,3.0
906,171,5.0
560,86,4.0
372,306,5.0
69,260,2.0
968,9,3.0
419,101,4.0
658,353,4.0
753,337,5.0
226,6,4.0
67,396,3.0
237,322,3.0
407,337,4.0
222,156,4.0
158,326,3.0
262,283,2.0
229,376,4.0
290,168,5.0
715,214,3.0
321,274,5.0
313,363,2.0
380,199,4.0
674,395,4.0
675,116,5.0
796,379,3.0
466,220,2.0
618,118,2.0
456,388,4.0
261,305,3.0
328,103,4.0
282,293,5.0
639,92,5.0
871,53,2.0
644,364,4.0
7,230,5.0
835,364,3.0
250,83,4.0
907,360,5.0
775,189,3.0
290,362,5.0
521,304,4.0
41,304,3.0
793,372,2.0
793,39,3.0
